Tabela_Final_País,Tabela_Final_Código,Tabela_Final_Ano,Tabela_Final_Energia_Hídrica_,Tabela_Final_Energia_Éolica_,Tabela_Final_Energia_Solar_,Tabela_Final_Energia_Renovável_,Tabela_Final_Renewables_bins_
Singapore,SGP,2017,0.00,0.00,0.34,0.28,0.00
Singapore,SGP,2018,0.00,0.00,0.48,0.28,0.00
Singapore,SGP,2019,0.00,0.00,0.79,0.30,0.00
Singapore,SGP,2020,0.00,0.00,0.98,0.31,0.00
Slovakia,SVK,1985,9.41,0.00,0.00,2.61,0.00
Slovakia,SVK,1986,6.93,0.00,0.00,2.08,0.00
Slovakia,SVK,1987,8.18,0.00,0.00,2.35,0.00
Slovakia,SVK,1988,7.62,0.00,0.00,2.13,0.00
Slovakia,SVK,1989,8.15,0.00,0.00,2.34,0.00
Slovakia,SVK,1990,7.38,0.00,0.00,2.24,0.00
Slovakia,SVK,1991,5.81,0.00,0.00,1.87,0.00
Slovakia,SVK,1992,8.35,0.00,0.00,2.68,0.00
Slovakia,SVK,1993,14.43,0.00,0.00,4.88,0.00
Slovakia,SVK,1994,17.12,0.00,0.00,6.23,0.00
Slovakia,SVK,1995,18.46,0.00,0.00,6.88,0.00
Slovakia,SVK,1996,16.61,0.00,0.00,5.92,0.00
Slovakia,SVK,1997,16.21,0.00,0.00,5.80,0.00
Slovakia,SVK,1998,16.60,0.00,0.00,6.02,0.00
Slovakia,SVK,1999,15.90,0.00,0.00,6.26,0.00
Slovakia,SVK,2000,14.98,0.00,0.00,6.25,0.00
Slovakia,SVK,2001,15.49,0.00,0.00,6.66,0.00
Slovakia,SVK,2002,16.38,0.00,0.00,7.01,0.00
Slovakia,SVK,2003,11.24,0.00,0.00,4.49,0.00
Slovakia,SVK,2004,13.46,0.03,0.00,5.43,0.00
Slovakia,SVK,2005,14.81,0.03,0.00,5.80,0.00
Slovakia,SVK,2006,14.10,0.03,0.00,6.19,0.00
Slovakia,SVK,2007,15.99,0.04,0.00,6.75,0.00
Slovakia,SVK,2008,14.06,0.03,0.00,6.23,0.00
Slovakia,SVK,2009,16.88,0.04,0.00,7.33,0.00
Slovakia,SVK,2010,19.18,0.04,0.07,7.98,0.00
Slovakia,SVK,2011,13.40,0.00,1.42,6.98,0.00
Slovakia,SVK,2012,14.52,0.04,1.49,8.01,0.00
Slovakia,SVK,2013,17.05,0.04,2.07,8.99,0.00
Slovakia,SVK,2014,15.57,0.04,2.22,9.86,0.00
Slovakia,SVK,2015,14.58,0.04,1.92,9.64,0.00
Slovakia,SVK,2016,16.34,0.04,1.99,10.00,0.00
Slovakia,SVK,2017,15.83,0.04,1.87,9.41,0.00
Slovakia,SVK,2018,13.51,0.04,2.18,8.50,0.00
Slovakia,SVK,2019,15.47,0.04,2.09,9.98,0.00
Slovakia,SVK,2020,15.85,0.00,2.32,10.48,0.00
Slovakia,SVK,2021,15.19,0.00,2.24,9.82,0.00
Slovenia,SVN,1990,23.71,0.00,0.00,12.69,0.00
Slovenia,SVN,1991,28.34,0.00,0.00,15.37,14.48
Slovenia,SVN,1992,27.71,0.00,0.00,15.60,14.48
Slovenia,SVN,1993,25.44,0.00,0.00,13.46,0.00
Slovenia,SVN,1994,26.38,0.00,0.00,14.17,0.00
Slovenia,SVN,1995,25.19,0.00,0.00,12.91,0.00
Slovenia,SVN,1996,28.12,0.00,0.00,13.88,0.00
Slovenia,SVN,1997,23.44,0.00,0.00,11.43,0.00
Slovenia,SVN,1998,25.15,0.00,0.00,12.73,0.00
Slovenia,SVN,1999,28.21,0.00,0.00,14.06,0.00
Slovenia,SVN,2000,28.14,0.00,0.00,14.70,14.48
Slovenia,SVN,2001,26.24,0.00,0.00,13.85,0.00
Slovenia,SVN,2002,22.67,0.00,0.00,12.22,0.00
Slovenia,SVN,2003,21.40,0.00,0.00,11.18,0.00
Slovenia,SVN,2004,26.78,0.00,0.00,14.31,0.00
Slovenia,SVN,2005,22.90,0.00,0.00,12.05,0.00
Slovenia,SVN,2006,23.76,0.00,0.00,12.26,0.00
Slovenia,SVN,2007,21.74,0.00,0.00,11.19,0.00
Slovenia,SVN,2008,24.50,0.00,0.00,13.05,0.00
Slovenia,SVN,2009,28.74,0.00,0.00,15.95,14.48
Slovenia,SVN,2010,27.80,0.00,0.06,15.33,14.48
Slovenia,SVN,2011,22.36,0.00,0.44,12.85,0.00
Slovenia,SVN,2012,25.08,0.00,1.03,14.67,14.48
Slovenia,SVN,2013,29.30,0.00,1.39,17.37,14.48
Slovenia,SVN,2014,35.51,0.00,1.52,21.74,14.48
Slovenia,SVN,2015,25.74,0.07,1.82,15.85,14.48
Slovenia,SVN,2016,27.73,0.06,1.66,17.12,14.48
Slovenia,SVN,2017,24.11,0.06,1.74,14.85,14.48
Slovenia,SVN,2018,29.16,0.06,1.55,16.98,14.48
Slovenia,SVN,2019,28.19,0.06,1.89,16.78,14.48
Slovenia,SVN,2020,29.19,0.06,2.19,19.16,14.48
Slovenia,SVN,2021,30.21,0.06,2.89,18.77,14.48
South Africa,ZAF,1985,0.43,0.00,0.00,0.20,0.00
South Africa,ZAF,1986,1.09,0.00,0.00,0.52,0.00
South Africa,ZAF,1987,1.06,0.00,0.00,0.51,0.00
South Africa,ZAF,1988,2.00,0.00,0.00,0.90,0.00
South Africa,ZAF,1989,1.69,0.00,0.00,0.82,0.00
South Africa,ZAF,1990,0.60,0.00,0.00,0.29,0.00
South Africa,ZAF,1991,1.18,0.00,0.00,0.57,0.00
South Africa,ZAF,1992,0.45,0.00,0.00,0.22,0.00
South Africa,ZAF,1993,0.08,0.00,0.00,0.04,0.00
South Africa,ZAF,1994,0.59,0.00,0.00,0.30,0.00
South Africa,ZAF,1995,0.28,0.00,0.00,0.14,0.00
South Africa,ZAF,1996,0.66,0.00,0.00,0.36,0.00
South Africa,ZAF,1997,0.99,0.00,0.00,0.57,0.00
South Africa,ZAF,1998,0.78,0.00,0.00,0.48,0.00
South Africa,ZAF,1999,0.36,0.00,0.00,0.23,0.00
South Africa,ZAF,2000,0.68,0.00,0.00,0.41,0.00
South Africa,ZAF,2001,1.05,0.00,0.00,0.54,0.00
South Africa,ZAF,2002,1.16,0.00,0.01,0.65,0.00
South Africa,ZAF,2003,0.36,0.00,0.01,0.30,0.00
South Africa,ZAF,2004,0.41,0.00,0.01,0.29,0.00
South Africa,ZAF,2005,0.58,0.00,0.01,0.40,0.00
South Africa,ZAF,2006,1.21,0.00,0.01,0.73,0.00
South Africa,ZAF,2007,0.35,0.00,0.01,0.70,0.00
South Africa,ZAF,2008,0.49,0.01,0.01,0.35,0.00
South Africa,ZAF,2009,0.60,0.01,0.01,0.39,0.00
South Africa,ZAF,2010,0.86,0.01,0.01,0.32,0.00
South Africa,ZAF,2011,0.83,0.02,0.01,0.70,0.00
South Africa,ZAF,2012,0.49,0.02,0.01,0.31,0.00
South Africa,ZAF,2013,0.47,0.00,0.02,0.37,0.00
South Africa,ZAF,2014,0.38,0.45,0.46,0.82,0.00
South Africa,ZAF,2015,0.34,1.08,1.03,1.22,0.00
South Africa,ZAF,2016,0.28,1.57,1.28,1.62,0.00
South Africa,ZAF,2017,0.34,2.07,1.66,2.41,0.00
South Africa,ZAF,2018,0.46,2.73,1.79,2.66,0.00
South Africa,ZAF,2019,0.31,2.82,2.05,2.64,0.00
South Africa,ZAF,2020,0.65,2.68,2.27,3.15,0.00
South Africa,ZAF,2021,0.66,3.75,2.98,3.41,0.00
South Korea,KOR,1985,5.08,0.00,0.00,1.51,0.00
South Korea,KOR,1986,4.46,0.00,0.00,1.31,0.00
South Korea,KOR,1987,4.94,0.00,0.00,1.51,0.00
South Korea,KOR,1988,2.13,0.00,0.00,0.68,0.00
South Korea,KOR,1989,2.86,0.00,0.00,0.93,0.00
South Korea,KOR,1990,3.95,0.00,0.00,1.30,0.00
South Korea,KOR,1991,2.65,0.00,0.00,0.86,0.00
South Korea,KOR,1992,2.12,0.00,0.00,0.67,0.00
South Korea,KOR,1993,2.61,0.00,0.00,0.84,0.00
South Korea,KOR,1994,1.28,0.00,0.00,0.43,0.00
South Korea,KOR,1995,1.36,0.00,0.00,0.51,0.00
South Korea,KOR,1996,1.07,0.00,0.00,0.44,0.00
South Korea,KOR,1997,1.14,0.00,0.00,0.40,0.00
South Korea,KOR,1998,1.80,0.00,0.00,0.66,0.00
South Korea,KOR,1999,1.59,0.00,0.00,0.59,0.00
South Korea,KOR,2000,1.46,0.01,0.00,0.54,0.00
South Korea,KOR,2001,1.41,0.00,0.00,0.31,0.00
South Korea,KOR,2002,1.03,0.00,0.00,0.42,0.00
South Korea,KOR,2003,1.50,0.01,0.00,0.60,0.00
South Korea,KOR,2004,1.24,0.01,0.00,0.53,0.00
South Korea,KOR,2005,1.00,0.04,0.00,0.45,0.00
South Korea,KOR,2006,0.90,0.06,0.01,0.45,0.00
South Korea,KOR,2007,0.89,0.09,0.02,0.50,0.00
South Korea,KOR,2008,0.72,0.10,0.07,0.53,0.00
South Korea,KOR,2009,0.65,0.16,0.13,0.57,0.00
South Korea,KOR,2010,0.76,0.17,0.16,0.92,0.00
South Korea,KOR,2011,0.91,0.17,0.18,1.25,0.00
South Korea,KOR,2012,0.76,0.18,0.22,1.29,0.00
South Korea,KOR,2013,0.82,0.22,0.31,1.52,0.00
South Korea,KOR,2014,0.52,0.22,0.49,1.76,0.00
South Korea,KOR,2015,0.40,0.26,0.74,1.90,0.00
South Korea,KOR,2016,0.51,0.31,0.95,2.03,0.00
South Korea,KOR,2017,0.52,0.40,1.30,2.43,0.00
South Korea,KOR,2018,0.59,0.44,1.64,2.75,0.00
South Korea,KOR,2019,0.50,0.48,2.34,2.98,0.00
South Korea,KOR,2020,0.70,0.57,3.26,3.14,0.00
South Korea,KOR,2021,0.52,0.54,4.07,3.73,0.00
Spain,ESP,1985,24.72,0.00,0.00,10.24,0.00
Spain,ESP,1986,20.61,0.00,0.00,8.50,0.00
Spain,ESP,1987,20.64,0.00,0.00,8.48,0.00
Spain,ESP,1988,25.40,0.00,0.00,10.43,0.00
Spain,ESP,1989,13.16,0.01,0.00,5.53,0.00
Spain,ESP,1990,16.84,0.01,0.01,7.20,0.00
Spain,ESP,1991,17.61,0.01,0.01,7.45,0.00
Spain,ESP,1992,12.07,0.06,0.01,5.01,0.00
Spain,ESP,1993,15.71,0.08,0.01,6.63,0.00
Spain,ESP,1994,17.55,0.11,0.01,7.31,0.00
Spain,ESP,1995,13.94,0.16,0.01,5.94,0.00
Spain,ESP,1996,22.95,0.21,0.01,9.65,0.00
Spain,ESP,1997,18.37,0.39,0.01,8.21,0.00
Spain,ESP,1998,17.58,0.70,0.01,7.82,0.00
Spain,ESP,1999,11.10,1.33,0.01,5.63,0.00
Spain,ESP,2000,12.79,2.14,0.00,7.01,0.00
Spain,ESP,2001,17.54,2.90,0.01,9.17,0.00
Spain,ESP,2002,8.85,3.89,0.01,6.45,0.00
Spain,ESP,2003,15.73,4.69,0.01,9.76,0.00
Spain,ESP,2004,11.36,5.74,0.01,8.44,0.00
Spain,ESP,2005,6.46,7.45,0.02,6.92,0.00
Spain,ESP,2006,8.79,7.89,0.04,8.36,0.00
Spain,ESP,2007,9.06,9.14,0.17,9.06,0.00
Spain,ESP,2008,7.52,10.61,0.83,9.95,0.00
Spain,ESP,2009,9.06,13.08,2.08,12.66,0.00
Spain,ESP,2010,14.19,14.85,2.41,16.74,14.48
Spain,ESP,2011,10.50,14.73,3.23,15.47,14.48
Spain,ESP,2012,7.00,16.84,4.07,15.89,14.48
Spain,ESP,2013,13.10,19.77,4.65,19.90,14.48
Spain,ESP,2014,14.25,18.92,4.97,20.09,14.48
Spain,ESP,2015,10.14,17.78,5.00,17.51,14.48
Spain,ESP,2016,13.42,18.03,5.03,18.61,14.48
Spain,ESP,2017,6.71,18.00,5.28,15.68,14.48
Spain,ESP,2018,12.63,18.72,4.69,18.23,14.48
Spain,ESP,2019,9.10,20.54,5.57,17.38,14.48
Spain,ESP,2020,11.75,21.73,7.96,22.10,14.48
Spain,ESP,2021,10.94,22.92,10.01,22.34,14.48
Sri Lanka,LKA,1985,97.18,0.00,0.00,27.57,14.48
Sri Lanka,LKA,1986,99.75,0.00,0.00,28.92,14.48
Sri Lanka,LKA,1987,80.42,0.00,0.00,23.15,14.48
Sri Lanka,LKA,1988,92.79,0.00,0.00,27.91,14.48
Sri Lanka,LKA,1989,98.02,0.00,0.00,30.91,28.96
Sri Lanka,LKA,1990,99.84,0.00,0.00,31.11,28.96
Sri Lanka,LKA,1991,92.29,0.00,0.00,30.90,28.96
Sri Lanka,LKA,1992,81.93,0.00,0.00,26.80,14.48
Sri Lanka,LKA,1993,95.41,0.00,0.00,32.16,28.96
Sri Lanka,LKA,1994,93.22,0.00,0.00,31.98,28.96
Sri Lanka,LKA,1995,94.04,0.00,0.00,32.77,28.96
Sri Lanka,LKA,1996,71.82,0.00,0.00,22.44,14.48
Sri Lanka,LKA,1997,67.02,0.00,0.00,23.04,14.48
Sri Lanka,LKA,1998,68.98,0.00,0.00,24.55,14.48
Sri Lanka,LKA,1999,66.51,0.06,0.00,24.38,14.48
Sri Lanka,LKA,2000,48.99,0.00,0.16,17.72,14.48
Sri Lanka,LKA,2001,47.17,0.00,0.15,17.63,14.48
Sri Lanka,LKA,2002,39.26,0.00,0.15,14.76,14.48
Sri Lanka,LKA,2003,43.99,0.00,0.14,17.51,14.48
Sri Lanka,LKA,2004,37.18,0.00,0.13,16.03,14.48
Sri Lanka,LKA,2005,38.30,0.00,0.11,16.08,14.48
Sri Lanka,LKA,2006,45.78,0.00,0.12,19.96,14.48
Sri Lanka,LKA,2007,41.11,0.00,0.21,16.63,14.48
Sri Lanka,LKA,2008,42.52,0.00,0.21,18.37,14.48
Sri Lanka,LKA,2009,40.27,0.00,0.21,17.02,14.48
Sri Lanka,LKA,2010,53.45,0.48,0.19,22.89,14.48
Sri Lanka,LKA,2011,40.84,0.80,0.18,17.23,14.48
Sri Lanka,LKA,2012,28.67,1.32,0.18,12.26,0.00
Sri Lanka,LKA,2013,58.75,1.97,0.17,24.80,14.48
Sri Lanka,LKA,2014,37.68,2.26,0.25,15.63,14.48
Sri Lanka,LKA,2015,46.46,2.67,0.24,18.15,14.48
Sri Lanka,LKA,2016,30.53,2.48,0.37,12.23,0.00
Sri Lanka,LKA,2017,27.09,2.52,0.75,12.29,0.00
Sri Lanka,LKA,2018,42.35,2.20,1.54,18.06,14.48
Sri Lanka,LKA,2019,30.29,2.20,2.27,14.14,0.00
Sri Lanka,LKA,2020,31.96,2.18,2.82,15.97,14.48
Sri Lanka,LKA,2021,30.56,2.26,3.30,21.40,14.48
Sweden,SWE,1985,51.76,0.00,0.00,31.18,28.96
Sweden,SWE,1986,43.95,0.00,0.00,26.02,14.48
Sweden,SWE,1987,49.02,0.00,0.00,31.17,28.96
Sweden,SWE,1988,47.79,0.00,0.00,31.08,28.96
Sweden,SWE,1989,50.14,0.00,0.00,32.67,28.96
Sweden,SWE,1990,49.66,0.01,0.00,32.34,28.96
Sweden,SWE,1991,43.03,0.01,0.00,29.83,28.96
Sweden,SWE,1992,50.94,0.02,0.00,34.73,28.96
Sweden,SWE,1993,51.39,0.03,0.00,35.32,28.96
Sweden,SWE,1994,41.42,0.05,0.00,28.23,14.48
Sweden,SWE,1995,45.93,0.07,0.00,32.06,28.96
Sweden,SWE,1996,36.80,0.10,0.00,25.27,14.48
Sweden,SWE,1997,46.28,0.13,0.00,32.55,28.96
Sweden,SWE,1998,47.23,0.20,0.00,32.49,28.96
Sweden,SWE,1999,46.30,0.23,0.00,32.14,28.96
Sweden,SWE,2000,54.11,0.32,0.00,38.60,28.96
Sweden,SWE,2001,48.92,0.30,0.00,35.83,28.96
Sweden,SWE,2002,45.24,0.42,0.00,32.52,28.96
Sweden,SWE,2003,39.55,0.50,0.00,27.90,14.48
Sweden,SWE,2004,39.63,0.57,0.00,30.19,28.96
Sweden,SWE,2005,45.97,0.59,0.00,34.73,28.96
Sweden,SWE,2006,43.08,0.68,0.00,32.33,28.96
Sweden,SWE,2007,44.46,0.96,0.00,34.60,28.96
Sweden,SWE,2008,46.08,1.33,0.00,36.93,28.96
Sweden,SWE,2009,48.21,1.82,0.01,39.14,28.96
Sweden,SWE,2010,44.73,2.35,0.01,38.35,28.96
Sweden,SWE,2011,44.20,4.07,0.01,39.86,28.96
Sweden,SWE,2012,47.43,4.30,0.01,43.31,28.96
Sweden,SWE,2013,40.10,6.43,0.03,38.95,28.96
Sweden,SWE,2014,41.52,7.31,0.03,40.65,28.96
Sweden,SWE,2015,46.49,10.07,0.06,46.60,43.44
Sweden,SWE,2016,39.78,9.93,0.09,42.08,28.96
Sweden,SWE,2017,39.66,10.72,0.14,43.34,28.96
Sweden,SWE,2018,38.08,10.17,0.25,42.22,28.96
Sweden,SWE,2019,38.81,11.79,0.40,43.81,43.44
Sweden,SWE,2020,44.20,16.81,0.64,51.06,43.44
Sweden,SWE,2021,43.02,15.86,0.89,50.92,43.44
Switzerland,CHE,1985,56.89,0.00,0.00,29.63,28.96
Switzerland,CHE,1986,57.32,0.00,0.00,29.06,28.96
Switzerland,CHE,1987,58.05,0.00,0.00,30.83,28.96
Switzerland,CHE,1988,59.13,0.00,0.00,31.57,28.96
Switzerland,CHE,1989,54.52,0.00,0.00,28.20,14.48
Switzerland,CHE,1990,53.20,0.00,0.00,26.99,14.48
Switzerland,CHE,1991,55.25,0.00,0.00,28.26,14.48
Switzerland,CHE,1992,54.95,0.00,0.01,28.39,14.48
Switzerland,CHE,1993,58.13,0.00,0.01,31.08,28.96
Switzerland,CHE,1994,59.08,0.00,0.01,32.32,28.96
Switzerland,CHE,1995,55.95,0.00,0.01,30.77,28.96
Switzerland,CHE,1996,50.15,0.00,0.01,26.18,14.48
Switzerland,CHE,1997,54.13,0.00,0.01,28.93,14.48
Switzerland,CHE,1998,52.89,0.00,0.01,28.33,14.48
Switzerland,CHE,1999,58.31,0.00,0.01,32.33,28.96
Switzerland,CHE,2000,54.82,0.00,0.02,30.64,28.96
Switzerland,CHE,2001,57.47,0.00,0.02,31.93,28.96
Switzerland,CHE,2002,52.87,0.00,0.02,29.16,28.96
Switzerland,CHE,2003,52.31,0.00,0.03,28.98,28.96
Switzerland,CHE,2004,51.87,0.02,0.03,28.44,14.48
Switzerland,CHE,2005,53.14,0.02,0.04,27.38,14.48
Switzerland,CHE,2006,48.80,0.02,0.03,26.05,14.48
Switzerland,CHE,2007,52.14,0.03,0.05,29.71,28.96
Switzerland,CHE,2008,52.95,0.03,0.05,29.25,28.96
Switzerland,CHE,2009,52.70,0.03,0.08,28.93,14.48
Switzerland,CHE,2010,53.60,0.06,0.15,29.88,28.96
Switzerland,CHE,2011,50.52,0.12,0.29,28.44,14.48
Switzerland,CHE,2012,55.76,0.14,0.47,31.85,28.96
Switzerland,CHE,2013,55.05,0.14,0.77,30.99,28.96
Switzerland,CHE,2014,53.26,0.15,1.27,32.28,28.96
Switzerland,CHE,2015,56.93,0.18,1.80,33.16,28.96
Switzerland,CHE,2016,55.62,0.19,2.31,32.29,28.96
Switzerland,CHE,2017,55.60,0.23,2.97,32.01,28.96
Switzerland,CHE,2018,51.55,0.19,3.13,31.95,28.96
Switzerland,CHE,2019,52.87,0.23,3.28,33.14,28.96
Switzerland,CHE,2020,56.19,0.22,3.86,36.21,28.96
Switzerland,CHE,2021,60.87,0.25,4.76,36.72,28.96
Taiwan,TWN,1985,10.80,0.00,0.00,4.47,0.00
Taiwan,TWN,1986,9.83,0.00,0.00,4.19,0.00
Taiwan,TWN,1987,7.96,0.00,0.00,3.48,0.00
Taiwan,TWN,1988,6.13,0.00,0.00,2.67,0.00
Taiwan,TWN,1989,5.79,0.00,0.00,2.73,0.00
Taiwan,TWN,1990,7.08,0.00,0.00,3.34,0.00
Taiwan,TWN,1991,3.89,0.00,0.00,1.97,0.00
Taiwan,TWN,1992,6.21,0.00,0.00,3.08,0.00
Taiwan,TWN,1993,3.57,0.00,0.00,1.86,0.00
Taiwan,TWN,1994,4.06,0.00,0.00,2.14,0.00
Taiwan,TWN,1995,3.64,0.00,0.00,1.98,0.00
Taiwan,TWN,1996,3.34,0.00,0.00,1.90,0.00
Taiwan,TWN,1997,3.49,0.00,0.00,1.99,0.00
Taiwan,TWN,1998,3.80,0.00,0.00,2.21,0.00
Taiwan,TWN,1999,2.99,0.00,0.00,1.81,0.00
Taiwan,TWN,2000,2.53,0.00,0.00,1.65,0.00
Taiwan,TWN,2001,2.76,0.01,0.00,1.82,0.00
Taiwan,TWN,2002,1.42,0.01,0.00,1.21,0.00
Taiwan,TWN,2003,1.48,0.01,0.00,1.27,0.00
Taiwan,TWN,2004,1.49,0.01,0.00,1.27,0.00
Taiwan,TWN,2005,1.82,0.04,0.00,1.47,0.00
Taiwan,TWN,2006,1.77,0.12,0.00,1.48,0.00
Taiwan,TWN,2007,1.85,0.18,0.00,1.53,0.00
Taiwan,TWN,2008,1.84,0.25,0.00,1.56,0.00
Taiwan,TWN,2009,1.65,0.35,0.00,1.50,0.00
Taiwan,TWN,2010,1.72,0.42,0.01,1.56,0.00
Taiwan,TWN,2011,1.60,0.60,0.02,1.63,0.00
Taiwan,TWN,2012,2.29,0.57,0.06,2.00,0.00
Taiwan,TWN,2013,2.18,0.66,0.13,1.98,0.00
Taiwan,TWN,2014,1.68,0.58,0.21,1.73,0.00
Taiwan,TWN,2015,1.75,0.60,0.33,1.83,0.00
Taiwan,TWN,2016,2.52,0.56,0.43,2.26,0.00
Taiwan,TWN,2017,2.04,0.64,0.63,2.18,0.00
Taiwan,TWN,2018,1.65,0.63,1.00,2.18,0.00
Taiwan,TWN,2019,2.04,0.70,1.48,2.72,0.00
Taiwan,TWN,2020,1.09,0.83,2.19,2.77,0.00
Taiwan,TWN,2021,1.21,0.77,2.77,3.04,0.00
Thailand,THA,1985,16.03,0.00,0.00,5.74,0.00
Thailand,THA,1986,22.42,0.00,0.00,8.08,0.00
Thailand,THA,1987,14.20,0.00,0.00,5.19,0.00
Thailand,THA,1988,11.47,0.00,0.00,4.26,0.00
Thailand,THA,1989,14.76,0.00,0.00,5.44,0.00
Thailand,THA,1990,11.11,0.00,0.00,4.07,0.00
Thailand,THA,1991,8.99,0.00,0.00,3.40,0.00
Thailand,THA,1992,7.29,0.00,0.00,2.86,0.00
Thailand,THA,1993,5.70,0.00,0.00,2.20,0.00
Thailand,THA,1994,6.19,0.00,0.00,2.40,0.00
Thailand,THA,1995,8.27,0.00,0.00,3.24,0.00
Thailand,THA,1996,8.29,0.00,0.00,3.16,0.00
Thailand,THA,1997,7.64,0.00,0.00,2.98,0.00
Thailand,THA,1998,5.68,0.00,0.00,2.38,0.00
Thailand,THA,1999,3.78,0.00,0.00,1.61,0.00
Thailand,THA,2000,6.58,0.00,0.00,2.57,0.00
Thailand,THA,2001,6.45,0.00,0.00,2.57,0.00
Thailand,THA,2002,7.26,0.00,0.00,2.82,0.00
Thailand,THA,2003,6.62,0.00,0.00,2.72,0.00
Thailand,THA,2004,5.04,0.00,0.00,2.31,0.00
Thailand,THA,2005,4.61,0.00,0.00,2.28,0.00
Thailand,THA,2006,6.15,0.00,0.00,2.98,0.00
Thailand,THA,2007,6.02,0.00,0.00,2.94,0.00
Thailand,THA,2008,5.10,0.00,0.00,2.95,0.00
Thailand,THA,2009,5.08,0.00,0.01,3.05,0.00
Thailand,THA,2010,3.56,0.00,0.01,2.81,0.00
Thailand,THA,2011,5.39,0.00,0.06,3.46,0.00
Thailand,THA,2012,5.36,0.09,0.32,3.77,0.00
Thailand,THA,2013,3.37,0.19,0.78,3.86,0.00
Thailand,THA,2014,3.17,0.19,1.18,4.26,0.00
Thailand,THA,2015,2.26,0.20,1.43,4.19,0.00
Thailand,THA,2016,1.99,0.19,1.90,4.60,0.00
Thailand,THA,2017,2.58,0.61,2.50,5.31,0.00
Thailand,THA,2018,4.17,0.90,2.49,6.38,0.00
Thailand,THA,2019,3.31,1.93,2.70,6.96,0.00
Thailand,THA,2020,2.53,1.80,2.81,6.99,0.00
Thailand,THA,2021,2.50,2.30,2.30,7.11,0.00
Trinidad and Tobago,TTO,1985,0.00,0.00,0.00,0.09,0.00
Trinidad and Tobago,TTO,1986,0.00,0.00,0.00,0.14,0.00
Trinidad and Tobago,TTO,1987,0.00,0.00,0.00,0.17,0.00
Trinidad and Tobago,TTO,1988,0.00,0.00,0.00,0.14,0.00
Trinidad and Tobago,TTO,1989,0.00,0.00,0.00,0.13,0.00
Trinidad and Tobago,TTO,1990,0.00,0.00,0.00,0.14,0.00
Trinidad and Tobago,TTO,1991,0.00,0.00,0.00,0.12,0.00
Trinidad and Tobago,TTO,1992,0.00,0.00,0.00,0.13,0.00
Trinidad and Tobago,TTO,1993,0.00,0.00,0.00,0.12,0.00
Trinidad and Tobago,TTO,1994,0.00,0.00,0.00,0.12,0.00
Trinidad and Tobago,TTO,1995,0.00,0.00,0.00,0.12,0.00
Trinidad and Tobago,TTO,1996,0.00,0.00,0.00,0.05,0.00
Trinidad and Tobago,TTO,1997,0.00,0.00,0.00,0.06,0.00
Trinidad and Tobago,TTO,1998,0.00,0.00,0.00,0.06,0.00
Trinidad and Tobago,TTO,1999,0.00,0.00,0.00,0.05,0.00
Trinidad and Tobago,TTO,2000,0.00,0.00,0.00,0.05,0.00
Trinidad and Tobago,TTO,2001,0.00,0.00,0.00,0.07,0.00
Trinidad and Tobago,TTO,2002,0.00,0.00,0.00,0.06,0.00
Trinidad and Tobago,TTO,2003,0.00,0.00,0.00,0.03,0.00
Trinidad and Tobago,TTO,2004,0.00,0.00,0.00,0.05,0.00
Trinidad and Tobago,TTO,2005,0.00,0.00,0.00,0.04,0.00
Trinidad and Tobago,TTO,2006,0.00,0.00,0.00,0.04,0.00
Trinidad and Tobago,TTO,2007,0.00,0.00,0.00,0.03,0.00
Trinidad and Tobago,TTO,2008,0.00,0.00,0.00,0.03,0.00
Trinidad and Tobago,TTO,2009,0.00,0.00,0.00,0.03,0.00
Trinidad and Tobago,TTO,2010,0.00,0.00,0.00,0.00,0.00
Trinidad and Tobago,TTO,2011,0.00,0.00,0.00,0.00,0.00
Trinidad and Tobago,TTO,2012,0.00,0.00,0.00,0.00,0.00
Trinidad and Tobago,TTO,2013,0.00,0.00,0.00,0.00,0.00
Trinidad and Tobago,TTO,2014,0.00,0.00,0.00,0.01,0.00
Trinidad and Tobago,TTO,2015,0.00,0.00,0.11,0.01,0.00
Trinidad and Tobago,TTO,2016,0.00,0.00,0.11,0.01,0.00
Trinidad and Tobago,TTO,2017,0.00,0.00,0.11,0.01,0.00
Trinidad and Tobago,TTO,2018,0.00,0.00,0.12,0.01,0.00
Trinidad and Tobago,TTO,2019,0.00,0.00,0.12,0.01,0.00
Trinidad and Tobago,TTO,2020,0.00,0.00,0.12,0.01,0.00
Trinidad and Tobago,TTO,2021,0.00,0.00,0.11,0.01,0.00
Turkey,TUR,1985,35.20,0.00,0.00,9.23,0.00
Turkey,TUR,1986,29.91,0.00,0.00,8.37,0.00
Turkey,TUR,1987,41.98,0.00,0.00,11.51,0.00
Turkey,TUR,1988,60.25,0.00,0.00,16.27,14.48
Turkey,TUR,1989,34.47,0.00,0.00,10.28,0.00
Turkey,TUR,1990,40.23,0.00,0.00,12.22,0.00
Turkey,TUR,1991,37.65,0.00,0.00,11.75,0.00
Turkey,TUR,1992,39.45,0.00,0.00,13.08,0.00
Turkey,TUR,1993,46.00,0.00,0.00,15.37,14.48
Turkey,TUR,1994,39.05,0.00,0.00,14.31,0.00
Turkey,TUR,1995,41.21,0.00,0.00,14.92,14.48
Turkey,TUR,1996,42.66,0.00,0.00,15.54,14.48
Turkey,TUR,1997,38.55,0.00,0.00,14.67,14.48
